309.741248097  1.493506494
314.003044140  2.402597403
314.003044140  2.402597403
317.309154610  3.288826407
320.282627259  4.059019265
322.406536294  5.161452179
324.813633201  6.369597838
327.079136172  7.728761704
329.769420950  9.284249240
330.902172435  10.703820389
330.902172435  10.703820389
332.742893599  12.425427953
334.158832956  14.162137338
335.999554120  16.004559468
337.415493477  17.635556108
338.831432834  19.342061851
340.530560062  20.640818435
342.512875161  22.513444206
343.645626647  23.978320818
345.769535682  25.820742948
347.610256846  27.285619559
348.743008332  28.523968860
350.017353753  29.354569000
354.123577888  30.743936508
357.097050537  31.891674884
359.787335315  32.918598695
364.318341257  33.779402477
370.406880491  34.655308079
378.619328761  34.625104438
384.141492253  35.108362702
389.380467873  35.546315503
400.707982728  35.425500937
407.787679512  34.791224466
414.584188425  34.247558919
422.655042759  33.522671524
428.177206250  32.737376846
432.708212192  32.042693092
439.504721105  31.045972923
445.593260340  30.109660037
450.265860217  29.324365359
453.380926802  28.342747011
458.195120616  27.149703173
462.584532622  25.986862976
468.673071856  24.657902751
474.195235348  23.646080762
479.434210968  22.755073338
485.239562331  21.909371377
492.885634858  20.837142104
500.248519514  20.036745605
507.611404169  19.070229078
510.301688947  18.722887201
510.301688947  18.722887201
513.983131275  17.378825155
517.098197860  16.442512270
520.638046252  15.475995742
523.469924966  14.267850083
526.301803680  13.014398962
529.983246007  11.806253303
534.797439821  10.462191258
540.319603312  9.148332853
546.691330418  8.076103581
553.912621138  7.064281592
560.992317922  6.218579630
569.912735870  5.372877669
569.912735870  5.372877669
578.833153819  4.406361142
589.311105059  3.454946435
597.240365457  2.775364502
604.036874370  2.231698955
610.691789347  1.823949796
620.178583038  1.265182428
628.532625244  0.917840551
637.311449256  0.600702316
646.939836883  0.374175005
656.143442702  0.177851335
663.931109165  0.102342231
670.444430206  0.057036769
678.515284540  0.057036769
689.559611524  0.003370514
